Heart rate data: 
0;69
60;53
120;60
180;66
240;62
300;66
360;68
420;55
480;51
540;64
600;67
660;60
720;68
780;58
840;57
900;51
960;61
1020;54
1080;61
1140;54
1200;53
1260;62
1320;50
1380;48
1440;57
1500;60
1560;54
1620;48
1680;57
1740;51
1800;56
1860;62
1920;50
1980;59
2040;54
2100;58
2160;55
2220;51
2280;61
2340;61
2400;48
2460;58
2520;58
2580;48
2640;54
2700;58
2760;58
2820;47
2880;60
2940;59
3000;53
3060;57
3120;50
3180;57
3240;52
3300;51
3360;56
3420;57
3480;49
3540;59
3600;55
3660;52
3720;58
3780;53
3840;51
3900;56
3960;59
4020;55
4080;55
4140;59
4200;50
4260;57
4320;59
4380;50
4440;46
4500;50
4560;55
4620;56
4680;49
4740;46
4800;49
4860;57
4920;52
4980;53
5040;46
5100;56
5160;59
5220;46
5280;49
5340;55
5400;47
5460;54
5520;50
5580;59
5640;56
5700;61
5760;52
5820;55
5880;59
5940;61
6000;53
6060;62
6120;48
6180;50
6240;53
6300;49
6360;60
6420;61
6480;59
6540;62
6600;58
6660;62
6720;60
6780;50
6840;50
6900;61
6960;49
7020;57
7080;55
7140;51
7200;51
7260;52
7320;62
7380;49
7440;57
7500;62
7560;62
7620;54
7680;57
7740;62
7800;60
7860;47
7920;53
7980;50
8040;57
8100;57
8160;62
8220;48
8280;57
8340;48
8400;48
8460;52
8520;54
8580;49
8640;51
8700;59
8760;50
8820;47
8880;47
8940;51
9000;55
9060;59
9120;57
9180;48
9240;50
9300;53
9360;49
9420;53
9480;49
9540;57
9600;51
9660;55
9720;52
9780;58
9840;55
9900;46
9960;59
10020;59
10080;54
10140;46
10200;50
10260;53
10320;50
10380;59
10440;52
10500;58
10560;57
10620;57
10680;52
10740;52
10800;49
10860;62
10920;48
10980;59
11040;48
11100;62
11160;53
11220;54
11280;58
11340;58
11400;48
11460;60
11520;58
11580;55
11640;58
11700;52
11760;61
11820;54
11880;60
11940;57
12000;57
12060;55
12120;47
12180;54
12240;49
12300;48
12360;47
12420;55
12480;57
12540;53
12600;57
12660;58
12720;50
12780;50
12840;55
12900;54
12960;49
13020;54
13080;54
13140;49
13200;57
13260;47
13320;50
13380;49
13440;55
13500;48
13560;60
13620;59
13680;51
13740;54
13800;49
13860;54
13920;55
13980;49
14040;51
14100;55
14160;58
14220;57
14280;53
14340;55
14400;49
14460;52
14520;59
14580;56
14640;59
14700;51
14760;55
14820;52
14880;58
14940;55
15000;53
15060;58
15120;57
15180;52
15240;58
15300;55
15360;48
15420;55
15480;50
15540;60
15600;50
15660;49
15720;61
15780;59
15840;49
15900;56
15960;58
16020;51
16080;50
16140;57
16200;55
16260;57
16320;48
16380;55
16440;57
16500;61
16560;56
16620;53
16680;48
16740;53
16800;58
16860;59
16920;49
16980;59
17040;54
17100;54
17160;61
17220;59
17280;56
17340;52
17400;60
17460;59
17520;55
17580;52
17640;50
17700;48
17760;56
17820;48
17880;55
17940;56
18000;48
18060;56
18120;61
18180;60
18240;59
18300;51
18360;48
18420;60
18480;50
18540;49
18600;57
18660;50
18720;57
18780;52
18840;56
18900;49
18960;47
19020;47
19080;53
19140;54
19200;59
19260;49
19320;53
19380;59
19440;52
19500;52
19560;50
19620;57
19680;51
19740;48
19800;55
19860;54
19920;51
19980;57
20040;48
20100;53
20160;57
20220;50
20280;54
20340;49
20400;53
20460;61
20520;49
20580;55
20640;62
20700;52
20760;49
20820;50
20880;48
20940;49
21000;56
21060;53
21120;60
21180;58
21240;62
21300;56
21360;52
21420;51
21480;60
21540;55
21600;62
21660;56
21720;58
21780;54
21840;59
21900;62
21960;50
22020;57
22080;50
22140;53
22200;53
22260;56
22320;53
22380;51
22440;58
22500;51
22560;56
22620;47
22680;56
22740;53
22800;59
22860;58
22920;49
22980;55
23040;48
23100;51
23160;54
23220;57
23280;56
23340;58
23400;59
23460;51
23520;47
23580;46
23640;49
23700;53
23760;54
23820;53
23880;50
23940;57
24000;55
24060;47
24120;51
24180;56
24240;46
24300;55
24360;57
24420;49
24480;56
24540;59
24600;58
24660;59
24720;59
24780;48
24840;51
24900;56
24960;49
25020;58
25080;54
25140;58
25200;60
25260;50
25320;52
25380;49
25440;56
25500;56
25560;55
25620;49
25680;53
25740;53
25800;62
25860;48
25920;54
25980;52
26040;60
26100;61
26160;58
26220;58
26280;49
26340;58
26400;61
26460;49
26520;58
26580;62
26640;57
26700;62
26760;54
26820;59
26880;57
26940;61
27000;53
27060;54
27120;62
27180;52
27240;51
27300;61
27360;53
27420;62
27480;54
27540;51
27600;53
27660;62
27720;58
27780;49
27840;53
27900;50
27960;57
28020;58
28080;60
28140;49
28200;52
28260;53
28320;60
28380;50
28440;60
28500;69
28560;66
28620;65
28680;72
28740;64
28800;60
End of file
