Accelerometer Data: 
0;0.960000
60;0.915000
120;1.335000
180;1.275000
240;1.255000
300;1.230000
360;1.435000
420;0.955000
480;1.245000
540;1.290000
600;1.315000
660;0.910000
720;0.925000
780;0.920000
840;0.975000
900;0.905000
960;0.915000
1020;1.115000
1080;1.035000
1140;0.985000
1200;1.030000
1260;0.990000
1320;1.185000
1380;1.095000
1440;1.115000
1500;0.980000
1560;1.000000
1620;0.970000
1680;1.055000
1740;1.010000
1800;1.185000
1860;1.130000
1920;1.100000
1980;1.015000
2040;0.965000
2100;1.080000
2160;0.910000
2220;1.065000
2280;1.185000
2340;1.150000
2400;1.040000
2460;1.165000
2520;1.045000
2580;1.015000
2640;1.050000
2700;1.175000
2760;0.990000
2820;1.090000
2880;1.030000
2940;0.985000
3000;1.130000
3060;1.020000
3120;1.180000
3180;1.015000
3240;0.960000
3300;1.010000
3360;1.070000
3420;0.975000
3480;1.015000
3540;1.070000
3600;0.955000
3660;0.980000
3720;0.945000
3780;0.910000
3840;0.900000
3900;1.065000
3960;0.975000
4020;1.045000
4080;1.085000
4140;0.965000
4200;0.960000
4260;0.965000
4320;0.930000
4380;1.035000
4440;1.030000
4500;0.920000
4560;0.985000
4620;0.905000
4680;1.070000
4740;1.045000
4800;0.930000
4860;1.060000
4920;1.030000
4980;1.080000
5040;1.070000
5100;1.070000
5160;1.085000
5220;1.045000
5280;0.955000
5340;1.020000
5400;0.920000
5460;0.975000
5520;0.920000
5580;0.905000
5640;0.950000
5700;0.930000
5760;0.940000
5820;0.910000
5880;0.990000
5940;0.990000
6000;0.905000
6060;0.945000
6120;1.175000
6180;1.040000
6240;1.075000
6300;1.170000
6360;0.935000
6420;1.065000
6480;0.915000
6540;1.160000
6600;0.945000
6660;1.080000
6720;1.190000
6780;0.930000
6840;0.970000
6900;1.090000
6960;1.005000
7020;1.065000
7080;1.035000
7140;1.180000
7200;1.170000
7260;1.110000
7320;1.040000
7380;0.985000
7440;1.140000
7500;0.920000
7560;0.960000
7620;1.180000
7680;1.000000
7740;1.180000
7800;1.030000
7860;0.920000
7920;1.045000
7980;0.950000
8040;1.120000
8100;0.920000
8160;0.915000
8220;1.125000
8280;0.960000
8340;0.980000
8400;0.990000
8460;1.080000
8520;1.040000
8580;1.080000
8640;1.015000
8700;1.015000
8760;0.940000
8820;0.930000
8880;1.040000
8940;0.995000
9000;0.925000
9060;0.960000
9120;1.030000
9180;0.925000
9240;1.035000
9300;0.965000
9360;1.020000
9420;0.990000
9480;0.965000
9540;0.970000
9600;1.040000
9660;0.930000
9720;0.935000
9780;0.985000
9840;1.000000
9900;0.910000
9960;1.070000
10020;0.900000
10080;0.960000
10140;1.010000
10200;1.010000
10260;1.035000
10320;1.045000
10380;0.950000
