0;1.420000
120;1.160000
180;1.230000
240;1.210000
300;1.120000
360;1.210000
420;1.410000
480;1.025000
540;0.950000
600;0.990000
660;1.040000
720;1.075000
780;0.940000
840;1.010000
900;0.905000
960;1.165000
1020;1.175000
1080;1.070000
1140;0.905000
1200;1.010000
1260;0.930000
1320;1.155000
1380;0.915000
1440;0.945000
1500;1.010000
1560;0.965000
1620;0.960000
1680;1.050000
1740;1.100000
1800;1.140000
1860;0.920000
1920;1.075000
1980;0.965000
2040;0.995000
2100;1.025000
2160;1.125000
2220;1.165000
2280;0.965000
2340;1.150000
2400;1.120000
2460;1.155000
2520;1.130000
2580;0.950000
2640;1.040000
2700;0.995000
2760;1.130000
2820;0.940000
2880;1.055000
2940;1.065000
3000;1.100000
3060;1.065000
3120;1.090000
3180;1.040000
3240;1.075000
3300;0.950000
3360;0.985000
3420;1.015000
3480;0.920000
3540;0.965000
3600;1.080000
3660;1.070000
3720;0.900000
3780;0.980000
3840;0.965000
3900;0.925000
3960;0.995000
4020;0.985000
4080;1.080000
4140;1.080000
4200;1.045000
4260;0.925000
4320;1.040000
4380;1.080000
4440;1.055000
4500;1.075000
4560;1.055000
4620;1.035000
4680;0.905000
4740;0.955000
4800;1.035000
4860;0.900000
4920;1.085000
4980;1.045000
5040;0.930000
5100;0.980000
5160;1.055000
5220;1.065000
5280;1.065000
5340;0.920000
5400;1.015000
5460;0.900000
5520;0.970000
5580;0.900000
5640;0.930000
5700;0.930000
5760;0.940000
5820;0.910000
5880;0.935000
5940;0.965000
6000;0.945000
6060;0.900000
6120;0.915000
6180;1.160000
6240;1.045000
6300;1.190000
6360;1.155000
6420;1.075000
6480;1.160000
6540;0.910000
6600;0.925000
6660;0.960000
6720;1.095000
6780;1.070000
6840;1.005000
6900;0.925000
6960;0.905000
7020;1.190000
7080;1.080000
7140;1.065000
7200;1.065000
7260;1.020000
7320;1.035000
7380;1.050000
7440;1.095000
7500;1.075000
7560;0.935000
7620;0.990000
7680;1.145000
7740;1.090000
7800;1.125000
7860;0.940000
7920;0.945000
7980;1.160000
8040;0.915000
8100;0.930000
8160;0.925000
8220;0.935000
8280;1.075000
8340;0.905000
8400;0.980000
8460;1.095000
8520;1.015000
8580;1.085000
8640;0.995000
8700;1.030000
8760;0.930000
8820;1.050000
8880;1.055000
8940;0.980000
9000;1.035000
9060;1.060000
9120;1.020000
9180;0.980000
9240;1.060000
9300;0.945000
9360;0.960000
9420;1.030000
9480;0.955000
9540;0.980000
9600;0.990000
9660;1.085000
9720;0.985000
9780;0.945000
9840;1.010000
9900;1.080000
9960;0.975000
10020;0.945000
10080;0.985000
10140;1.080000
10200;1.095000
10260;0.985000
10320;1.045000
10380;1.015000
10440;0.910000
10500;0.975000
10560;1.075000
10620;0.950000
10680;0.950000
10740;0.915000
10800;0.955000
10860;0.960000
10920;0.945000
10980;0.930000
11040;0.900000
11100;0.905000
11160;0.970000
11220;0.935000
11280;0.955000
11340;0.920000
11400;0.930000
11460;0.915000
11520;0.975000
11580;0.960000
11640;0.975000
11700;0.980000
11760;0.970000
11820;0.915000
11880;0.915000
11940;1.100000
12000;1.120000
12060;0.950000
12120;1.005000
12180;1.050000
12240;1.035000
12300;1.165000
12360;1.025000
12420;1.000000
12480;1.185000
12540;0.900000
12600;1.070000
12660;1.080000
12720;1.120000
12780;1.055000
12840;1.105000
12900;1.115000
12960;0.900000
13020;1.020000
13080;1.080000
13140;1.185000
13200;1.130000
13260;1.000000
13320;0.920000
13380;1.055000
13440;0.990000
13500;1.120000
13560;1.080000
13620;0.900000
13680;0.935000
13740;0.965000
13800;1.015000
13860;0.925000
13920;1.050000
13980;1.085000
14040;1.070000
14100;1.025000
14160;0.960000
14220;0.910000
14280;0.950000
14340;0.935000
14400;0.980000
14460;1.040000
14520;0.900000
14580;1.080000
14640;0.915000
14700;1.020000
14760;0.925000
14820;1.060000
14880;1.015000
14940;1.090000
15000;0.990000
15060;1.000000
15120;0.980000
15180;0.955000
15240;0.925000
15300;0.960000
15360;0.970000
15420;0.940000
15480;0.960000
15540;0.960000
15600;0.920000
15660;0.905000
15720;0.980000
15780;0.955000
15840;0.955000
15900;0.925000
15960;0.985000
16020;0.955000
16080;0.920000
16140;0.960000
16200;0.910000
16260;0.950000
16320;0.950000
16380;0.975000
16440;0.960000
16500;0.900000
16560;0.980000
16620;0.975000
16680;0.980000
16740;0.915000
