0;63
60;72
120;60
180;67
240;72
300;59
360;71
420;64
480;66
540;65
600;70
660;54
720;61
780;58
840;72
900;53
960;56
1020;54
1080;53
1140;51
1200;55
1260;65
1320;61
1380;50
1440;58
1500;63
1560;65
1620;56
1680;60
1740;55
1800;50
1860;52
1920;63
1980;55
2040;57
2100;62
2160;51
2220;58
2280;50
2340;53
2400;62
2460;52
2520;57
2580;57
2640;63
2700;61
2760;56
2820;56
2880;65
2940;60
3000;59
3060;59
3120;58
3180;58
3240;50
3300;58
3360;53
3420;61
3480;50
3540;59
3600;55
3660;57
3720;60
3780;49
3840;55
3900;55
3960;62
4020;53
4080;56
4140;55
4200;58
4260;53
4320;56
4380;51
4440;49
4500;52
4560;53
4620;50
4680;60
4740;49
4800;51
4860;59
4920;51
4980;59
5040;51
5100;56
5160;50
5220;56
5280;49
5340;60
5400;52
5460;52
5520;55
5580;52
5640;49
5700;58
5760;54
5820;61
5880;58
5940;54
6000;52
6060;55
6120;64
6180;56
6240;56
6300;62
6360;52
6420;51
6480;55
6540;53
6600;62
6660;50
6720;58
6780;51
6840;61
6900;63
6960;54
7020;64
7080;52
7140;59
7200;54
7260;51
7320;58
7380;51
7440;50
7500;55
7560;53
7620;60
7680;62
7740;58
7800;58
7860;64
7920;58
7980;63
8040;51
8100;64
8160;50
8220;51
8280;65
8340;53
8400;62
8460;54
8520;54
8580;52
8640;57
8700;53
8760;51
8820;57
8880;60
8940;49
9000;60
9060;50
9120;56
9180;50
9240;52
9300;61
9360;49
9420;54
9480;50
9540;51
9600;58
9660;52
9720;52
9780;54
9840;59
9900;52
9960;49
10020;60
10080;56
10140;52
10200;50
10260;61
10320;61
10380;50
10440;49
10500;52
10560;57
10620;51
10680;61
10740;58
10800;63
10860;55
10920;52
10980;57
11040;63
11100;64
11160;57
11220;63
11280;53
11340;57
11400;63
11460;59
11520;62
11580;64
11640;62
11700;53
11760;56
11820;58
11880;65
11940;53
12000;52
12060;63
12120;60
12180;55
12240;58
12300;62
12360;59
12420;65
12480;63
12540;54
12600;53
12660;60
12720;62
12780;53
12840;62
12900;51
12960;57
13020;57
13080;56
13140;51
13200;61
13260;56
13320;58
13380;61
13440;60
13500;61
13560;57
13620;59
13680;53
13740;54
13800;57
13860;58
13920;61
13980;55
14040;50
14100;60
14160;57
14220;60
14280;56
14340;59
14400;56
14460;61
14520;52
14580;60
14640;49
14700;57
14760;53
14820;60
14880;58
14940;54
15000;50
15060;50
15120;51
15180;57
15240;52
15300;50
15360;63
15420;63
15480;63
15540;54
15600;57
15660;61
15720;63
15780;59
15840;65
15900;55
15960;62
16020;56
16080;58
16140;52
16200;54
16260;57
16320;59
16380;62
16440;51
16500;61
16560;51
16620;56
16680;63
16740;59
16800;52
16860;61
16920;60
16980;58
17040;56
17100;54
17160;52
17220;60
17280;56
17340;62
17400;61
17460;59
17520;59
17580;58
17640;62
17700;50
17760;62
17820;51
17880;60
17940;56
18000;53
18060;50
18120;60
18180;50
18240;55
18300;55
18360;58
18420;49
18480;49
18540;57
18600;55
18660;62
18720;55
18780;62
18840;52
18900;57
18960;59
19020;61
19080;55
19140;57
19200;52
19260;49
19320;50
19380;52
19440;50
19500;59
19560;49
19620;53
19680;55
19740;54
19800;50
19860;58
19920;58
19980;55
20040;61
20100;60
20160;58
20220;63
20280;58
20340;55
20400;56
20460;58
20520;51
20580;64
20640;65
20700;62
20760;59
20820;63
20880;65
20940;63
21000;61
21060;56
21120;53
21180;53
21240;64
21300;54
21360;57
21420;59
21480;57
21540;57
21600;54
21660;60
21720;59
21780;64
21840;61
21900;54
21960;56
22020;65
22080;62
22140;57
22200;60
22260;54
22320;58
22380;63
22440;65
22500;60
22560;62
22620;59
22680;58
22740;55
22800;63
22860;62
22920;65
22980;56
23040;55
23100;62
23160;62
23220;62
23280;53
23340;58
23400;53
23460;59
23520;56
23580;49
23640;61
23700;61
23760;59
23820;52
23880;52
23940;57
24000;51
24060;54
24120;51
24180;53
24240;59
24300;50
24360;52
24420;58
24480;53
24540;55
24600;57
24660;62
24720;62
24780;58
24840;56
24900;54
24960;62
25020;54
25080;62
25140;55
25200;52
25260;51
25320;57
25380;58
25440;65
25500;65
25560;63
25620;51
25680;62
25740;59
25800;61
25860;63
25920;64
25980;51
26040;59
26100;51
26160;52
26220;54
26280;62
26340;57
26400;60
26460;56
26520;54
26580;52
26640;52
26700;54
26760;63
26820;58
26880;54
26940;56
27000;54
27060;60
27120;60
27180;65
27240;61
27300;56
27360;64
27420;63
27480;56
27540;55
27600;62
27660;54
27720;54
27780;54
27840;61
27900;54
27960;64
28020;67
28080;53
28140;65
28200;52
28260;56
28320;66
28380;69
28440;64
28500;74
28560;67
28620;63
28680;73
